date,year,month,day,day_of_year,precipitation_mm,temp_max_c,temp_min_c,temp_mean_c,rh_pct,solar_rad_mj_m2,wind_speed_m_s
2016-03-16,2016,3,16,76,0.0,38.31,19.84,28.93,31.4,25.64,2.47
2016-03-17,2016,3,17,77,0.0,39.38,19.55,29.36,31.35,25.34,2.95
2016-03-18,2016,3,18,78,0.0,40.31,21.23,30.87,27.77,24.85,2.46
2016-03-19,2016,3,19,79,0.0,40.1,22.85,31.77,24.78,24.45,2.13
2016-03-20,2016,3,20,80,0.0,40.19,23.15,31.66,23.51,25.1,2.5
2016-03-21,2016,3,21,81,0.0,40.08,22.93,31.2,19.2,26.05,2.78
2016-03-22,2016,3,22,82,0.0,40.2,20.43,30.66,14.25,26.85,2.09
2016-03-23,2016,3,23,83,0.0,41.18,20.61,31.32,11.91,26.04,1.93
2016-03-24,2016,3,24,84,0.0,41.05,22.27,32.53,20.86,22.73,1.7
2016-03-25,2016,3,25,85,0.0,41.09,26.96,33.85,25.77,21.15,2.37
2016-03-26,2016,3,26,86,0.0,40.86,25.25,33.43,28.41,21.64,1.35
2016-03-27,2016,3,27,87,0.62,41.26,25.22,33.6,25.81,21.67,1.56
2016-03-28,2016,3,28,88,0.88,40.5,27.12,33.09,25.34,23.78,2.29
2016-03-29,2016,3,29,89,0.03,39.86,23.87,32.33,24.06,24.6,1.13
2016-03-30,2016,3,30,90,0.02,40.72,23.58,32.36,18.56,26.2,1.47
2016-03-31,2016,3,31,91,0.0,41.04,22.25,31.6,17.77,26.56,2.76
2016-04-01,2016,4,1,92,0.0,41.15,22.34,32.62,20.58,26.25,2.02
2016-04-02,2016,4,2,93,0.0,41.57,24.44,33.94,22.83,24.62,1.43
2016-04-03,2016,4,3,94,0.21,41.73,25.58,34.42,27.27,22.11,1.4
2016-04-04,2016,4,4,95,0.34,41.95,27.14,34.44,30.27,17.34,2.62
2016-04-05,2016,4,5,96,0.67,39.68,27.01,33.19,36.06,10.69,1.93
2016-04-06,2016,4,6,97,1.5,38.64,25.24,31.99,42.51,20.57,0.76
2016-04-07,2016,4,7,98,0.15,40.32,26.99,34.1,29.73,24.5,1.88
2016-04-08,2016,4,8,99,0.0,41.15,27.89,34.63,23.78,25.28,1.43
2016-04-09,2016,4,9,100,2.19,40.33,27.35,34.35,26.8,21.29,1.75
2016-04-10,2016,4,10,101,0.14,40.49,26.29,33.67,28.38,24.96,1.57
2016-04-11,2016,4,11,102,0.0,41.65,27.08,34.62,25.43,25.11,2.63
2016-04-12,2016,4,12,103,0.0,42.37,27.13,35.14,22.91,26.14,1.58
2016-04-13,2016,4,13,104,0.0,41.96,25.41,33.96,21.87,26.65,2.71
2016-04-14,2016,4,14,105,0.0,42.58,24.57,34.2,23.88,27.78,2.28
2016-04-15,2016,4,15,106,0.01,43.18,24.41,34.68,21.4,26.42,2.01
2016-04-16,2016,4,16,107,0.46,42.22,27.01,34.98,24.17,26.2,1.98
2016-04-17,2016,4,17,108,0.0,42.96,25.5,34.55,25.46,27.13,2.52
2016-04-18,2016,4,18,109,0.0,43.25,27.27,35.62,22.29,25.52,2.17
2016-04-19,2016,4,19,110,0.22,42.13,30.15,35.95,24.58,21.51,1.92
2016-04-20,2016,4,20,111,0.01,43.17,27.62,35.92,30.03,23.34,2.0
2016-04-21,2016,4,21,112,0.0,43.83,28.89,36.53,24.89,24.54,3.11
2016-04-22,2016,4,22,113,0.0,42.62,27.91,34.35,24.77,25.12,4.26
2016-04-23,2016,4,23,114,0.0,42.55,23.5,33.07,24.96,28.32,4.21
2016-04-24,2016,4,24,115,0.0,42.28,22.84,32.8,29.41,28.52,3.69
2016-04-25,2016,4,25,116,0.0,42.46,23.16,33.16,26.88,28.66,2.62
2016-04-26,2016,4,26,117,0.0,43.0,23.68,33.9,23.99,27.74,2.67
2016-04-27,2016,4,27,118,0.5,43.36,26.77,35.76,24.09,25.45,1.74
2016-04-28,2016,4,28,119,0.03,42.38,30.27,36.44,27.06,24.05,2.12
2016-04-29,2016,4,29,120,0.28,42.13,28.17,35.59,25.38,23.85,2.24
2016-04-30,2016,4,30,121,3.25,41.9,26.24,34.87,30.26,26.0,1.59
2016-05-01,2016,5,1,122,0.0,42.52,26.44,34.84,24.45,27.05,2.56
2016-05-02,2016,5,2,123,0.08,42.72,24.97,34.63,25.94,27.12,2.9
2016-05-03,2016,5,3,124,0.0,42.75,27.39,35.26,21.99,27.23,2.89
2016-05-04,2016,5,4,125,0.42,42.14,25.65,34.32,23.96,25.59,2.56
2016-05-05,2016,5,5,126,0.45,40.72,25.04,33.04,28.84,26.62,3.1
2016-05-06,2016,5,6,127,0.0,39.46,25.62,32.95,30.93,23.77,2.39
2016-05-07,2016,5,7,128,0.37,40.12,24.68,32.3,30.28,27.74,2.33
2016-05-08,2016,5,8,129,0.52,40.69,24.03,32.83,34.26,26.63,2.53
2016-05-09,2016,5,9,130,0.24,40.83,27.07,34.08,34.02,23.75,3.35
2016-05-10,2016,5,10,131,0.04,40.24,27.13,34.13,33.65,25.13,1.87
2016-05-11,2016,5,11,132,3.95,41.05,27.71,34.42,33.89,23.62,1.32
2016-05-12,2016,5,12,133,1.35,40.76,27.97,34.84,37.75,22.92,1.78
2016-05-13,2016,5,13,134,3.2,41.88,28.22,35.22,37.05,23.42,2.27
2016-05-14,2016,5,14,135,0.85,41.6,27.89,34.92,42.68,21.05,2.25
2016-05-15,2016,5,15,136,0.27,41.66,29.22,35.51,38.39,21.09,1.43
2016-05-16,2016,5,16,137,0.01,42.22,28.87,35.92,35.92,21.9,1.41
2016-05-17,2016,5,17,138,2.39,42.96,29.29,36.19,31.57,22.52,2.12
2016-05-18,2016,5,18,139,0.78,42.59,27.97,35.15,38.91,22.21,3.83
2016-05-19,2016,5,19,140,0.18,41.8,27.67,34.53,41.21,20.47,4.5
2016-05-20,2016,5,20,141,0.01,39.79,26.63,33.02,44.72,24.53,6.24
2016-05-21,2016,5,21,142,0.0,40.41,25.5,32.8,46.44,26.48,5.79
2016-05-22,2016,5,22,143,0.0,42.65,26.02,33.66,42.76,27.33,5.82
2016-05-23,2016,5,23,144,0.0,42.58,25.2,33.31,46.63,27.3,5.74
2016-05-24,2016,5,24,145,0.0,42.26,25.15,33.61,42.51,26.93,4.85
2016-05-25,2016,5,25,146,0.24,40.5,25.31,32.56,46.53,26.73,5.95
2016-05-26,2016,5,26,147,0.81,40.1,25.5,32.71,47.8,26.79,4.4
2016-05-27,2016,5,27,148,2.02,40.39,26.19,33.19,46.23,26.54,4.6
2016-05-28,2016,5,28,149,0.1,40.19,26.39,33.4,45.21,26.94,4.83
2016-05-29,2016,5,29,150,0.01,40.8,26.39,33.27,43.54,26.3,5.23
2016-05-30,2016,5,30,151,0.0,40.65,25.77,33.31,41.31,27.33,4.43
2016-05-31,2016,5,31,152,0.5,40.37,25.8,33.36,39.16,26.11,4.03
2016-06-01,2016,6,1,153,2.29,40.03,26.26,33.55,42.39,23.09,3.71
2016-06-02,2016,6,2,154,12.16,37.5,26.69,31.78,52.32,22.05,3.37
2016-06-03,2016,6,3,155,9.74,36.3,25.12,30.03,62.11,22.96,3.15
2016-06-04,2016,6,4,156,10.97,37.61,24.99,30.46,63.24,21.39,3.65
2016-06-05,2016,6,5,157,7.58,32.86,25.27,28.23,71.5,12.67,4.06
2016-06-06,2016,6,6,158,2.3,31.6,24.66,27.67,71.25,8.99,3.07
2016-06-07,2016,6,7,159,0.87,35.05,23.75,29.07,65.15,19.22,3.58
2016-06-08,2016,6,8,160,1.24,34.0,24.42,28.89,67.61,17.2,2.88
2016-06-09,2016,6,9,161,4.06,32.7,24.54,28.2,71.48,18.86,2.8
2016-06-10,2016,6,10,162,1.84,34.77,24.07,28.68,64.53,11.1,3.67
2016-06-11,2016,6,11,163,3.82,32.33,23.59,26.96,68.89,12.74,4.32
2016-06-12,2016,6,12,164,2.91,35.28,21.88,27.93,63.74,16.19,4.82
2016-06-13,2016,6,13,165,1.75,35.61,23.45,28.65,65.31,20.08,4.92
2016-06-14,2016,6,14,166,0.15,36.5,23.96,29.27,63.17,23.02,5.15
2016-06-15,2016,6,15,167,0.11,36.44,23.38,29.07,63.19,22.97,5.34
2016-06-16,2016,6,16,168,0.01,36.95,23.17,29.47,60.94,23.92,4.97
2016-06-17,2016,6,17,169,0.34,35.26,23.24,29.15,58.73,22.02,4.81
2016-06-18,2016,6,18,170,6.91,36.32,23.69,29.07,63.18,16.98,3.77
2016-06-19,2016,6,19,171,18.82,31.66,24.12,27.18,73.15,11.09,4.15
2016-06-20,2016,6,20,172,2.81,29.71,23.25,26.03,74.78,12.55,3.46
2016-06-21,2016,6,21,173,1.1,34.36,21.99,27.67,69.24,20.31,2.09
2016-06-22,2016,6,22,174,0.24,31.95,23.44,26.78,73.64,17.9,3.51
2016-06-23,2016,6,23,175,0.08,34.65,22.61,27.61,66.57,21.04,4.9
2016-06-24,2016,6,24,176,0.37,31.47,22.37,26.19,71.37,18.69,4.25
2016-06-25,2016,6,25,177,0.51,30.22,22.56,25.95,73.93,17.03,5.06
2016-06-26,2016,6,26,178,0.6,32.28,22.7,26.67,71.27,13.76,4.08
2016-06-27,2016,6,27,179,0.41,31.72,22.97,26.51,73.24,16.85,4.3
2016-06-28,2016,6,28,180,0.51,31.45,23.15,26.83,72.21,14.0,4.62
2016-06-29,2016,6,29,181,2.76,31.91,23.68,27.08,72.6,13.12,5.05
2016-06-30,2016,6,30,182,1.47,32.04,23.38,27.15,72.3,13.05,5.03
2016-07-01,2016,7,1,183,1.35,34.2,23.33,27.34,73.43,16.56,5.42
2016-07-02,2016,7,2,184,1.26,31.37,24.28,27.1,73.78,15.02,6.03
2016-07-03,2016,7,3,185,2.3,30.44,23.42,26.37,76.36,11.92,5.76
2016-07-04,2016,7,4,186,1.5,31.19,22.74,26.44,76.4,15.58,5.08
2016-07-05,2016,7,5,187,0.53,30.22,23.56,26.48,76.83,17.0,5.25
2016-07-06,2016,7,6,188,0.5,31.99,23.1,27.2,72.48,14.0,5.25
2016-07-07,2016,7,7,189,1.08,33.86,22.98,27.65,68.9,12.25,5.75
2016-07-08,2016,7,8,190,0.66,32.75,22.77,26.9,71.69,10.6,5.75
2016-07-09,2016,7,9,191,3.92,29.21,23.27,25.78,77.31,9.88,6.85
2016-07-10,2016,7,10,192,6.67,29.16,24.06,26.01,77.37,10.6,7.85
2016-07-11,2016,7,11,193,14.85,27.97,23.63,25.5,82.49,9.55,6.83
2016-07-12,2016,7,12,194,5.79,32.15,23.06,26.39,76.28,13.82,5.78
2016-07-13,2016,7,13,195,0.88,33.77,22.18,27.12,71.59,20.0,5.56
2016-07-14,2016,7,14,196,0.21,33.69,22.22,26.76,72.04,17.07,4.56
2016-07-15,2016,7,15,197,0.05,33.1,22.25,27.22,70.28,21.75,4.04
2016-07-16,2016,7,16,198,0.03,34.52,22.12,27.62,68.0,18.94,4.33
2016-07-17,2016,7,17,199,0.49,32.62,22.55,27.09,70.27,17.15,3.15
2016-07-18,2016,7,18,200,0.93,31.24,22.21,26.12,74.82,13.04,3.3
2016-07-19,2016,7,19,201,5.76,31.75,22.22,25.94,74.97,12.57,4.05
2016-07-20,2016,7,20,202,56.37,30.02,22.29,25.5,81.43,14.52,3.96
2016-07-21,2016,7,21,203,3.24,30.31,22.24,25.55,79.57,13.04,3.52
2016-07-22,2016,7,22,204,20.53,27.38,22.24,24.31,85.47,9.16,3.5
2016-07-23,2016,7,23,205,4.13,27.91,21.97,24.65,83.09,16.24,2.91
2016-07-24,2016,7,24,206,2.74,30.94,21.91,25.71,78.36,21.99,3.5
2016-07-25,2016,7,25,207,1.0,30.78,22.45,25.75,78.53,19.4,3.22
2016-07-26,2016,7,26,208,1.47,31.11,22.33,25.97,76.7,19.78,2.24
2016-07-27,2016,7,27,209,2.59,30.46,22.69,26.0,78.2,15.8,2.2
2016-07-28,2016,7,28,210,11.81,31.86,22.35,26.29,77.3,18.06,2.6
2016-07-29,2016,7,29,211,3.27,27.94,22.4,24.43,82.06,13.0,3.74
2016-07-30,2016,7,30,212,28.49,28.89,21.98,25.07,82.95,16.98,3.37
2016-07-31,2016,7,31,213,9.85,27.86,21.68,24.54,84.69,13.64,4.23
2016-08-01,2016,8,1,214,4.44,29.8,22.4,25.19,81.39,14.27,5.96
2016-08-02,2016,8,2,215,3.89,27.59,22.13,24.33,82.37,11.82,6.7
2016-08-03,2016,8,3,216,4.19,28.31,22.28,24.76,81.6,15.23,5.99
2016-08-04,2016,8,4,217,3.06,30.27,21.97,25.48,79.3,18.32,5.39
2016-08-05,2016,8,5,218,5.06,32.42,21.68,26.3,77.07,15.04,6.2
2016-08-06,2016,8,6,219,1.33,32.08,22.43,26.26,75.16,17.51,6.53
2016-08-07,2016,8,7,220,1.3,31.63,22.16,25.93,75.42,15.94,5.68
2016-08-08,2016,8,8,221,0.42,32.33,21.62,26.14,74.88,20.99,5.49
2016-08-09,2016,8,9,222,0.31,31.99,21.46,25.92,75.34,17.28,5.1
2016-08-10,2016,8,10,223,0.29,32.19,21.63,26.11,74.7,17.38,5.23
2016-08-11,2016,8,11,224,1.1,32.49,21.56,26.03,75.16,16.1,4.51
2016-08-12,2016,8,12,225,3.2,32.65,21.48,26.23,75.31,16.63,4.11
2016-08-13,2016,8,13,226,1.33,32.27,21.6,26.24,74.66,14.49,4.54
2016-08-14,2016,8,14,227,0.22,32.7,21.67,26.28,73.0,17.81,5.09
2016-08-15,2016,8,15,228,0.31,32.75,21.23,26.2,72.93,17.9,5.14
2016-08-16,2016,8,16,229,0.08,30.81,21.53,25.55,75.82,19.18,5.42
2016-08-17,2016,8,17,230,0.03,32.64,21.19,26.21,72.94,19.29,4.99
2016-08-18,2016,8,18,231,0.2,32.39,21.33,26.07,72.76,19.01,4.17
2016-08-19,2016,8,19,232,0.1,32.91,20.96,26.21,71.88,20.64,3.76
2016-08-20,2016,8,20,233,0.56,33.17,20.61,26.28,71.61,20.82,3.89
2016-08-21,2016,8,21,234,1.27,34.1,21.11,26.7,71.98,17.78,4.05
2016-08-22,2016,8,22,235,0.54,33.27,21.35,26.41,73.6,19.27,3.66
2016-08-23,2016,8,23,236,3.88,33.72,22.03,26.96,73.39,16.41,3.84
2016-08-24,2016,8,24,237,2.17,33.96,22.14,27.21,72.84,19.77,3.69
2016-08-25,2016,8,25,238,0.32,33.54,22.12,27.01,72.16,17.04,3.1
2016-08-26,2016,8,26,239,0.13,33.6,21.82,27.03,70.36,20.97,3.2
2016-08-27,2016,8,27,240,0.53,31.73,22.09,26.12,73.68,18.79,3.26
2016-08-28,2016,8,28,241,0.58,32.33,21.98,26.41,74.82,15.02,3.11
2016-08-29,2016,8,29,242,0.11,33.11,22.06,27.02,73.55,16.76,3.05
2016-08-30,2016,8,30,243,1.01,30.87,23.03,26.24,76.91,15.94,2.68
2016-08-31,2016,8,31,244,1.02,31.77,22.23,26.24,74.68,13.0,3.04
2016-09-01,2016,9,1,245,0.88,30.39,21.79,25.33,77.62,15.7,2.88
2016-09-02,2016,9,2,246,0.07,32.11,21.89,26.17,72.42,15.09,3.31
2016-09-03,2016,9,3,247,0.65,32.36,21.16,25.8,71.42,16.66,3.57
2016-09-04,2016,9,4,248,0.06,32.74,20.8,25.95,68.57,16.81,3.47
2016-09-05,2016,9,5,249,0.01,33.81,20.65,26.28,66.02,22.54,3.56
2016-09-06,2016,9,6,250,1.28,32.72,20.67,25.76,67.44,21.57,3.63
2016-09-07,2016,9,7,251,1.0,33.46,20.08,25.97,66.12,22.73,3.39
2016-09-08,2016,9,8,252,0.13,33.46,19.98,26.04,65.44,21.49,3.32
2016-09-09,2016,9,9,253,0.12,32.65,20.59,25.96,65.82,20.49,3.17
2016-09-10,2016,9,10,254,2.23,29.62,21.58,24.93,73.16,10.65,3.17
2016-09-11,2016,9,11,255,0.1,31.25,21.04,25.51,70.37,12.15,3.2
2016-09-12,2016,9,12,256,0.68,31.65,21.01,25.71,68.69,11.64,2.87
2016-09-13,2016,9,13,257,17.07,28.04,21.38,24.29,79.23,8.43,2.52
2016-09-14,2016,9,14,258,21.27,30.28,21.65,24.92,80.04,6.22,3.49
2016-09-15,2016,9,15,259,21.07,28.8,22.15,24.49,85.54,7.58,3.75
2016-09-16,2016,9,16,260,12.7,27.31,21.84,24.04,85.58,8.83,4.04
2016-09-17,2016,9,17,261,4.71,31.37,21.94,25.38,78.58,13.84,5.3
2016-09-18,2016,9,18,262,1.37,29.16,21.19,24.54,79.02,16.3,5.05
2016-09-19,2016,9,19,263,1.42,32.15,20.23,25.14,73.92,15.42,4.72
2016-09-20,2016,9,20,264,3.83,30.77,20.93,24.54,80.18,10.27,4.44
2016-09-21,2016,9,21,265,12.82,27.41,21.82,24.13,85.76,10.75,2.89
2016-09-22,2016,9,22,266,12.66,27.93,21.9,24.41,86.07,12.94,1.48
2016-09-23,2016,9,23,267,27.47,27.11,22.45,24.35,88.48,9.19,2.48
2016-09-24,2016,9,24,268,30.18,26.23,22.83,24.18,91.04,8.99,4.04
2016-09-25,2016,9,25,269,19.61,30.02,22.2,25.3,83.22,14.69,3.68
2016-09-26,2016,9,26,270,13.87,30.24,22.18,25.47,83.64,16.45,3.05
2016-09-27,2016,9,27,271,1.68,31.38,21.89,26.01,79.78,18.19,2.94
2016-09-28,2016,9,28,272,0.27,32.21,22.01,26.21,75.95,20.58,2.77
2016-09-29,2016,9,29,273,0.84,31.6,21.66,25.88,77.87,20.81,2.68
2016-09-30,2016,9,30,274,2.33,30.7,21.93,25.45,78.47,17.02,3.09
2016-10-01,2016,10,1,275,27.1,27.95,21.49,24.15,85.41,6.32,2.74
2016-10-02,2016,10,2,276,5.82,30.21,21.33,24.82,82.38,7.78,2.86
2016-10-03,2016,10,3,277,2.87,30.68,20.89,25.01,81.71,11.85,3.35
2016-10-04,2016,10,4,278,0.96,31.11,20.95,24.99,79.19,11.95,3.03
2016-10-05,2016,10,5,279,0.05,31.12,20.52,25.03,78.23,16.24,3.28
2016-10-06,2016,10,6,280,0.0,30.11,20.1,24.31,77.18,21.22,2.41
2016-10-07,2016,10,7,281,0.0,31.34,19.85,25.26,76.32,21.68,1.58
2016-10-08,2016,10,8,282,0.53,29.58,21.96,25.23,80.45,18.66,2.43
2016-10-09,2016,10,9,283,1.26,30.81,21.4,25.55,79.08,18.2,2.08
2016-10-10,2016,10,10,284,1.43,32.13,21.28,26.23,72.28,18.73,0.86
2016-10-11,2016,10,11,285,0.48,31.22,20.75,25.52,73.26,19.04,1.0
2016-10-12,2016,10,12,286,0.55,32.2,19.45,25.32,71.01,19.71,1.2
2016-10-13,2016,10,13,287,0.01,31.75,18.12,24.35,69.03,21.29,1.8
2016-10-14,2016,10,14,288,0.0,31.43,17.58,24.06,69.87,21.53,1.81
2016-10-15,2016,10,15,289,0.01,30.62,17.09,23.0,69.84,21.87,2.03
2016-10-16,2016,10,16,290,0.0,30.78,17.26,23.3,66.9,21.86,1.71
2016-10-17,2016,10,17,291,0.0,30.96,17.22,23.58,66.7,20.0,1.63
2016-10-18,2016,10,18,292,0.0,30.69,16.19,22.65,64.55,21.8,1.83
2016-10-19,2016,10,19,293,0.0,30.84,15.72,22.59,64.9,22.07,1.66
2016-10-20,2016,10,20,294,0.0,31.05,17.3,23.19,63.79,21.21,1.59
2016-10-21,2016,10,21,295,0.0,31.25,16.97,23.03,63.31,21.18,1.76
2016-10-22,2016,10,22,296,0.0,30.81,15.3,22.54,64.53,20.46,1.73
2016-10-23,2016,10,23,297,0.0,30.93,16.56,22.96,65.77,20.27,1.35
2016-10-24,2016,10,24,298,0.0,30.3,17.15,23.28,66.74,17.33,1.09
2016-10-25,2016,10,25,299,0.0,30.5,17.1,23.03,66.72,19.13,1.41
2016-10-26,2016,10,26,300,0.0,29.66,15.84,21.96,66.86,21.04,1.99
2016-10-27,2016,10,27,301,0.0,30.5,15.4,22.02,66.73,19.7,2.43
2016-10-28,2016,10,28,302,0.0,30.38,13.96,21.15,62.92,21.79,1.92
2016-10-29,2016,10,29,303,0.0,30.71,13.54,21.74,58.85,20.89,1.22
2016-10-30,2016,10,30,304,0.0,31.05,15.98,23.3,76.13,16.87,2.09
2016-10-31,2016,10,31,305,0.0,30.71,19.52,24.18,75.23,15.81,2.63
2016-11-01,2016,11,1,306,0.0,30.85,16.87,22.48,65.63,19.85,2.55
2016-11-02,2016,11,2,307,0.0,30.62,15.21,21.58,65.73,20.12,2.19
2016-11-03,2016,11,3,308,0.0,30.79,13.55,21.29,65.8,20.23,1.91
2016-11-04,2016,11,4,309,0.0,30.05,13.54,21.01,66.47,19.72,1.86
2016-11-05,2016,11,5,310,0.0,30.42,14.6,21.63,66.69,18.81,1.54
2016-11-06,2016,11,6,311,0.0,30.14,15.22,21.85,67.51,18.41,1.72
2016-11-07,2016,11,7,312,0.0,30.59,14.58,21.27,58.88,19.6,2.0
2016-11-08,2016,11,8,313,0.0,30.2,12.55,20.46,59.94,20.11,1.82
2016-11-09,2016,11,9,314,0.0,29.44,12.81,20.09,58.63,20.07,1.87
2016-11-10,2016,11,10,315,0.0,29.9,12.66,20.21,54.46,19.83,1.7
2016-11-11,2016,11,11,316,0.0,29.79,11.76,19.59,56.55,19.33,1.73
2016-11-12,2016,11,12,317,0.0,29.3,11.28,19.34,57.39,18.62,1.81
2016-11-13,2016,11,13,318,0.0,29.89,12.68,20.65,65.18,17.18,1.71
2016-11-14,2016,11,14,319,0.02,30.95,14.76,22.21,68.07,15.76,1.59
2016-11-15,2016,11,15,320,0.61,31.18,16.5,23.25,71.7,14.07,1.99
2016-11-16,2016,11,16,321,0.85,30.96,17.5,23.2,72.64,14.13,2.27
2016-11-17,2016,11,17,322,0.0,30.68,15.9,21.73,63.63,17.96,2.45
2016-11-18,2016,11,18,323,0.0,29.97,14.44,20.73,62.68,16.98,2.18
2016-11-19,2016,11,19,324,0.0,28.65,13.59,19.34,58.21,18.15,1.8
2016-11-20,2016,11,20,325,0.0,30.62,11.42,20.02,56.25,18.84,1.48
2016-11-21,2016,11,21,326,0.0,30.95,12.16,20.52,57.09,18.78,1.59
2016-11-22,2016,11,22,327,0.0,30.74,12.06,20.41,53.57,19.55,1.63
2016-11-23,2016,11,23,328,0.0,31.02,11.62,20.25,53.47,19.46,1.77
2016-11-24,2016,11,24,329,0.0,30.53,11.38,19.85,53.36,19.59,1.85
2016-11-25,2016,11,25,330,0.0,31.06,11.42,20.04,53.89,19.88,2.03
2016-11-26,2016,11,26,331,0.0,31.84,11.71,20.39,51.69,20.15,1.96
2016-11-27,2016,11,27,332,0.0,32.74,13.01,21.27,48.48,19.83,1.79
2016-11-28,2016,11,28,333,0.0,33.48,13.59,21.86,47.68,19.84,1.48
2016-11-29,2016,11,29,334,0.0,33.07,13.28,21.81,49.44,18.94,1.41
2016-11-30,2016,11,30,335,0.0,31.97,12.54,21.18,51.21,18.68,1.56
2016-12-01,2016,12,1,336,0.0,32.09,13.21,21.34,55.22,13.12,1.68
2016-12-02,2016,12,2,337,0.0,32.54,14.22,22.28,56.63,18.04,2.18
2016-12-03,2016,12,3,338,0.0,31.13,16.01,23.33,68.41,15.72,2.92
2016-12-04,2016,12,4,339,0.01,31.1,18.97,24.44,70.98,13.1,2.6
2016-12-05,2016,12,5,340,0.0,30.92,17.37,23.06,61.4,15.14,2.37
2016-12-06,2016,12,6,341,0.0,30.17,15.14,21.42,50.84,18.11,2.22
2016-12-07,2016,12,7,342,0.0,29.96,12.27,20.19,55.7,17.9,1.97
2016-12-08,2016,12,8,343,0.0,30.69,12.17,20.34,47.94,18.71,1.56
2016-12-09,2016,12,9,344,0.0,30.23,10.87,19.55,42.53,19.33,1.66
2016-12-10,2016,12,10,345,0.0,30.35,10.0,18.99,41.96,19.25,1.71
2016-12-11,2016,12,11,346,0.0,29.99,10.2,18.99,47.48,18.72,1.88
2016-12-12,2016,12,12,347,0.0,32.14,10.55,20.13,46.51,18.95,2.1
2016-12-13,2016,12,13,348,0.25,31.94,13.62,22.34,52.46,17.65,2.71
2016-12-14,2016,12,14,349,1.28,29.39,17.93,23.2,73.23,7.64,2.65
2016-12-15,2016,12,15,350,0.01,31.11,18.53,23.94,64.72,14.42,2.37
2016-12-16,2016,12,16,351,0.0,31.59,17.25,24.14,63.22,15.4,2.16
2016-12-17,2016,12,17,352,0.0,31.57,16.45,23.45,55.56,16.69,1.75
2016-12-18,2016,12,18,353,0.0,31.37,14.3,22.07,49.57,18.19,1.41
2016-12-19,2016,12,19,354,0.0,31.2,12.01,20.71,44.34,18.71,1.56
2016-12-20,2016,12,20,355,0.0,31.31,11.16,20.25,40.19,19.05,1.77
2016-12-21,2016,12,21,356,0.0,31.55,11.07,20.4,37.0,19.04,1.48
2016-12-22,2016,12,22,357,0.0,32.81,12.55,21.07,33.35,19.23,1.57
2016-12-23,2016,12,23,358,0.0,32.69,11.33,20.81,31.07,19.62,1.65
2016-12-24,2016,12,24,359,0.0,32.67,12.72,21.53,27.86,19.74,1.57
2016-12-25,2016,12,25,360,0.0,32.96,11.48,21.63,30.4,19.23,1.26
2016-12-26,2016,12,26,361,0.0,31.74,13.13,21.86,32.36,18.43,1.46
2016-12-27,2016,12,27,362,0.0,31.27,10.62,19.95,33.52,18.89,1.79
2016-12-28,2016,12,28,363,0.0,30.77,10.11,19.78,32.68,18.96,1.74
2016-12-29,2016,12,29,364,0.0,31.07,11.3,20.21,40.55,18.07,1.93
2016-12-30,2016,12,30,365,0.0,30.9,12.23,20.86,39.6,17.89,1.7
2016-12-31,2016,12,31,366,0.0,30.2,12.33,21.37,45.79,17.03,1.53
2017-01-01,2017,1,1,1,0.0,31.16,12.86,22.12,41.83,17.19,1.4
2017-01-02,2017,1,2,2,0.0,30.82,15.77,22.52,37.17,17.25,1.13
2017-01-03,2017,1,3,3,0.0,30.72,11.74,20.16,34.35,18.71,2.25
2017-01-04,2017,1,4,4,0.0,30.47,10.8,19.87,31.73,18.86,1.61
2017-01-05,2017,1,5,5,0.0,30.47,11.01,20.1,31.28,18.95,1.63
2017-01-06,2017,1,6,6,0.0,31.25,10.84,20.72,30.37,19.04,1.2
2017-01-07,2017,1,7,7,0.0,31.24,12.85,21.74,28.0,18.93,0.97
2017-01-08,2017,1,8,8,0.0,31.76,10.92,21.48,37.72,18.76,1.11
2017-01-09,2017,1,9,9,0.0,30.46,13.23,21.62,46.37,17.88,1.11
2017-01-10,2017,1,10,10,0.0,30.39,12.59,20.83,43.61,18.6,1.66
2017-01-11,2017,1,11,11,0.0,30.15,10.78,20.2,33.17,18.57,1.36
2017-01-12,2017,1,12,12,0.0,29.47,10.93,19.83,28.02,18.33,1.49
2017-01-13,2017,1,13,13,0.0,29.43,11.86,20.48,35.42,16.87,1.38
2017-01-14,2017,1,14,14,0.0,28.81,15.13,21.81,44.52,13.56,2.47
2017-01-15,2017,1,15,15,0.0,30.53,15.92,22.95,49.99,15.19,1.99
2017-01-16,2017,1,16,16,0.0,30.04,15.2,22.66,42.71,14.96,1.51
2017-01-17,2017,1,17,17,0.0,30.92,16.09,23.05,39.72,15.99,1.19
2017-01-18,2017,1,18,18,0.0,30.73,14.76,22.09,36.07,17.82,2.41
2017-01-19,2017,1,19,19,0.0,30.3,13.82,21.41,41.23,18.7,2.33
2017-01-20,2017,1,20,20,0.0,30.57,13.54,21.43,38.93,17.47,2.18
2017-01-21,2017,1,21,21,0.0,32.36,13.84,22.74,36.96,19.84,2.04
2017-01-22,2017,1,22,22,0.0,33.79,15.37,24.25,36.64,20.05,2.06
2017-01-23,2017,1,23,23,0.0,33.29,16.19,24.21,36.71,19.14,2.11
2017-01-24,2017,1,24,24,0.0,33.76,16.12,24.17,33.42,18.34,2.87
2017-01-25,2017,1,25,25,0.0,32.53,15.03,23.45,34.93,19.22,2.07
